Case Number,Date,Primary Type,Description,Location Description,Arrest,Domestic,FBI Code,Location,Time,Seconds,Hour,NEW LOCATION,Latitude,Longitude,simple location
HY416718,9/9/2015 14:30,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,TRUE,FALSE,26,"(41.898846701, -87.641985392)",2:30:00,0,2, River North,41.8988467,-87.64198539,Upper Town
HY416724,8/9/2015 14:00,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,FALSE,FALSE,5,"(41.738318964, -87.549013899)",2:00:00,0,2, South Chicago,41.73831896,-87.5490139,East Side
HY416690,9/9/2015 13:45,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,6,"(41.883057444, -87.751056566)",1:45:00,0,1, Austin,41.88305744,-87.75105657,West Side
HY416663,9/4/2015 15:30,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,08A,"(41.749185934, -87.575941112)",3:30:00,0,3, South Chicago,41.74918593,-87.57594111,East Side
HY416709,9/9/2015 14:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,18,"(41.880383967, -87.754198462)",2:00:00,0,2, Austin,41.88038397,-87.75419846,West Side
HY416608,9/2/2015 13:58,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,6,"(41.883051778, -87.682528509)",1:58:00,0,1, Near West Side,41.88305178,-87.68252851,Upper Town
HY416751,9/9/2015 6:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,26,"(41.809336779, -87.690570919)",6:00:00,0,6, Brighton Park,41.80933678,-87.69057092,Lower Town
HY416770,9/4/2015 20:30,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,6,"(41.935859921, -87.684138259)",8:30:00,0,8, North Center,41.93585992,-87.68413826,Upper Town
HY416717,9/9/2015 0:01,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,26,"(41.756106295, -87.642438283)",12:01:00,0,12, Auburn Gresham,41.7561063,-87.64243828,Lower Town
HY416713,9/9/2015 4:00,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,08A,"(41.910760073, -87.71170038)",4:00:00,0,4, Humboldt Park,41.91076007,-87.71170038,West Side
HY416678,9/9/2015 13:38,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CHA PARKING LOT/GROUNDS,TRUE,FALSE,15,"(41.824260342, -87.633773904)",1:38:00,0,1, Armour Square,41.82426034,-87.6337739,Upper Town
HY256317,5/11/2015 18:45,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,6,"(41.738503031, -87.585680998)",6:45:00,0,6, Avalon Park,41.73850303,-87.585681,Middle City
HY416675,9/8/2015 20:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,"(41.764565602, -87.691406513)",8:00:00,0,8, Chicago Lawn,41.7645656,-87.69140651,Middle City
HY416767,8/20/2015 15:00,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,6,"(41.764728045, -87.561272312)",3:00:00,0,3, South Shore,41.76472805,-87.56127231,Lower Town
HY416723,9/3/2015 16:30,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,"(41.86633391, -87.711774826)",4:30:00,0,4, North Lawndale,41.86633391,-87.71177483,West Side
HY416726,9/9/2015 12:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.922270202, -87.648648009)",12:00:00,0,12, Lincoln Park,41.9222702,-87.64864801,Upper Town
HY416672,9/9/2015 13:33,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.977671062, -87.694967509)",1:33:00,0,1, Lincoln Square,41.97767106,-87.69496751,Upper Town
HY416689,9/9/2015 14:00,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,18,"(41.775121943, -87.673791983)",2:00:00,0,2, West Englewood,41.77512194,-87.67379198,Lower Town
HY416721,9/9/2015 14:27,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,18,"(41.916878207, -87.750120941)",2:27:00,0,2, Beat 2523,41.91687821,-87.75012094,Upper Town
HY416338,9/8/2015 15:05,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,04B,"(41.653330429, -87.6015084)",3:05:00,0,3, Altgeld Gardens,41.65333043,-87.6015084,Lower Town
HY416790,9/3/2015 17:00,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,6,"(41.928721641, -87.672495127)",5:00:00,0,5, Lincoln Park,41.92872164,-87.67249513,Upper Town
HY416762,9/9/2015 15:02,THEFT,FROM BUILDING,VACANT LOT/LAND,FALSE,FALSE,6,"(41.797897646, -87.674416675)",3:02:00,0,3, New City,41.79789765,-87.67441668,Middle City
HY416795,9/9/2015 8:30,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,6,"(41.96758651, -87.664195168)",8:30:00,0,8, Uptown,41.96758651,-87.66419517,Upper Town
HY416664,9/9/2015 12:45,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,6,"(41.735931109, -87.653642482)",12:45:00,0,12, Auburn Gresham,41.73593111,-87.65364248,Lower Town
HY416819,9/9/2015 15:11,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,6,"(41.964712533, -87.706348349)",3:11:00,0,3, Albany Park,41.96471253,-87.70634835,Upper Town
HY416727,8/8/2015 16:00,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,6,"(41.813542127, -87.639807489)",4:00:00,0,4, New City,41.81354213,-87.63980749,Middle City
HY416815,9/8/2015 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,11,"(41.970052271, -87.653236891)",12:01:00,0,12, Uptown,41.97005227,-87.65323689,Upper Town
HY416805,9/9/2015 13:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SMALL RETAIL STORE,TRUE,FALSE,26,"(41.706578028, -87.669633273)",1:00:00,0,1, Beverly,41.70657803,-87.66963327,Middle City
HY416683,9/9/2015 0:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,14,"(41.837568056, -87.647092956)",12:00:00,0,12, Bridgeport,41.83756806,-87.64709296,Middle City
HY415339,9/8/2015 14:00,OTHER OFFENSE,LICENSE VIOLATION,OTHER,FALSE,FALSE,26,"(41.724098997, -87.643283144)",2:00:00,0,2, Washington Heights,41.724099,-87.64328314,Middle City
HY416804,9/9/2015 14:50,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,18,"(41.890494037, -87.723502612)",2:50:00,0,2, Humboldt Park,41.89049404,-87.72350261,West Side
HY416786,8/22/2015 11:00,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,6,"(41.911049458, -87.642757499)",11:00:00,0,11, Lincoln Park,41.91104946,-87.6427575,Upper Town
HY416792,9/9/2015 15:00,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,04A,"(41.695281278, -87.626198882)",3:00:00,0,3, Roseland,41.69528128,-87.62619888,East Side
HY416728,8/7/2015 14:30,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,6,"(41.674939821, -87.622567181)",2:30:00,0,2, West Pullman,41.67493982,-87.62256718,Lower Town
HY416661,6/9/2015 12:00,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,6,"(41.698541312, -87.532865844)",12:00:00,0,12, East Side,41.69854131,-87.53286584,East Side
JC471532,10/13/2019 18:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,FALSE,FALSE,11,"(41.892753031, -87.624193896)",6:00:00,0,6, Near North Side,41.89275303,-87.6241939,Upper Town
HY416729,9/9/2015 8:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.983841098, -87.701610961)",8:00:00,0,8, West Ridge,41.9838411,-87.70161096,Upper Town
HY416826,9/7/2015 8:20,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,6,"(41.799462885, -87.596008257)",8:20:00,0,8, Hyde Park,41.79946289,-87.59600826,Lower Town
HY416812,9/9/2015 5:30,THEFT,$500 AND UNDER,CTA STATION,FALSE,FALSE,6,"(41.830723665, -87.677114617)",5:30:00,0,5, McKinley Park,41.83072367,-87.67711462,Middle City
HY416797,9/9/2015 15:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,FALSE,FALSE,04B,"(41.896707331, -87.761433836)",3:00:00,0,3, Austin,41.89670733,-87.76143384,West Side
HY416832,9/8/2015 8:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,11,"(41.741826323, -87.688474502)",8:00:00,0,8, Ashburn,41.74182632,-87.6884745,Lower Town
HY416731,9/9/2015 14:25,PUBLIC PEACE VIOLATION,OTHER VIOLATION,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,26,"(41.869491903, -87.710642788)",2:25:00,0,2, North Lawndale,41.8694919,-87.71064279,West Side
HY416711,9/9/2015 14:25,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,16,"(41.869569701, -87.743042954)",2:25:00,0,2, Austin,41.8695697,-87.74304295,West Side
HY416839,9/9/2015 14:30,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,6,"(41.95347181, -87.743552438)",2:30:00,0,2, Peoples Gas,41.95347181,-87.74355244,Upper Town
HY416778,9/9/2015 11:40,OTHER OFFENSE,LICENSE VIOLATION,BARBERSHOP,FALSE,FALSE,26,"(41.777827843, -87.586375609)",11:40:00,0,11, Woodlawn,41.77782784,-87.58637561,Middle City
HY416829,8/22/2015 9:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,11,"(41.859957927, -87.711575939)",9:00:00,0,9, North Lawndale,41.85995793,-87.71157594,West Side
HY416662,8/28/2015 9:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,11,"(41.746446556, -87.728631137)",9:00:00,0,9, Ashburn,41.74644656,-87.72863114,Lower Town
HY416653,8/22/2015 7:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,11,"(41.800211688, -87.696420136)",7:00:00,0,7, Gage Park,41.80021169,-87.69642014,Lower Town
HY416592,8/21/2015 9:00,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,OTHER,FALSE,FALSE,10,"(41.808201741, -87.684420054)",9:00:00,0,9, New City,41.80820174,-87.68442005,Middle City
HY416660,9/7/2015 0:01,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,SMALL RETAIL STORE,FALSE,FALSE,11,"(41.910914175, -87.648578343)",12:01:00,0,12, Near North Side,41.91091418,-87.64857834,Upper Town
HY415945,9/8/2015 8:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,5,"(41.797981875, -87.706131489)",8:00:00,0,8, Gage Park,41.79798188,-87.70613149,Lower Town
HY416754,9/9/2015 12:37,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,FALSE,FALSE,11,"(41.813249446, -87.632279695)",12:37:00,0,12, Fuller Park,41.81324945,-87.6322797,Middle City
HY416641,9/9/2015 8:30,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,TRUE,11,"(41.79928235, -87.761274006)",8:30:00,0,8, Garfield Ridge,41.79928235,-87.76127401,Lower Town
HY416722,9/8/2015 16:55,OTHER OFFENSE,TELEPHONE THREAT,OTHER,FALSE,FALSE,26,"(41.77849578, -87.736740624)",4:55:00,0,4, West Lawn,41.77849578,-87.73674062,Lower Town
HY416821,9/9/2015 14:40,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,08A,"(41.692452413, -87.634361822)",2:40:00,0,2, Roseland,41.69245241,-87.63436182,East Side
HY416794,9/9/2015 15:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.784995638, -87.617363627)",3:00:00,0,3, Washington Park,41.78499564,-87.61736363,Middle City
HY416738,9/7/2015 16:30,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,6,"(41.879241873, -87.697556449)",4:30:00,0,4, East Garfield Park,41.87924187,-87.69755645,West Side
HY416810,9/9/2015 15:07,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,18,"(41.88514448, -87.713571949)",3:07:00,0,3, East Garfield Park,41.88514448,-87.71357195,West Side
HY416674,9/3/2015 12:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,11,"(41.683701137, -87.645344056)",12:00:00,0,12, West Pullman,41.68370114,-87.64534406,Lower Town
HY416860,9/9/2015 15:51,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,FALSE,26,"(41.705201654, -87.634663206)",3:51:00,0,3, Roseland,41.70520165,-87.63466321,East Side
HY416774,9/8/2015 22:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,7,"(41.981788583, -87.660581881)",10:00:00,0,10, Edgewater,41.98178858,-87.66058188,Upper Town
HY416760,9/9/2015 14:55,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,TRUE,TRUE,08B,"(41.893820645, -87.765356519)",2:55:00,0,2, Austin,41.89382065,-87.76535652,West Side
HY416852,9/9/2015 15:26,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,6,"(41.91007391, -87.653106106)",3:26:00,0,3, Near North Side,41.91007391,-87.65310611,Upper Town
HY416814,9/9/2015 15:00,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,18,"(41.884710837, -87.765022234)",3:00:00,0,3, Austin,41.88471084,-87.76502223,West Side
HY416736,9/9/2015 12:37,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CHA PARKING LOT/GROUNDS,TRUE,FALSE,15,"(41.655807747, -87.60396869)",12:37:00,0,12, Altgeld Gardens,41.65580775,-87.60396869,Lower Town
HY416824,9/9/2015 7:45,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,08A,"(41.74215095, -87.70949656)",7:45:00,0,7, Ashburn,41.74215095,-87.70949656,Lower Town
HY416798,9/9/2015 10:30,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,5,"(41.699337217, -87.615985678)",10:30:00,0,10, Roseland,41.69933722,-87.61598568,East Side
HY416875,9/9/2015 15:50,THEFT,OVER $500,STREET,FALSE,FALSE,6,"(41.864128718, -87.623893538)",3:50:00,0,3, The Grant,41.86412872,-87.62389354,Upper Town
HY416610,9/8/2015 22:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.678564517, -87.683190899)",10:00:00,0,10, Morgan Park,41.67856452,-87.6831909,Middle City
HY416823,9/1/2015 13:00,CRIMINAL DAMAGE,TO PROPERTY,BANK,FALSE,FALSE,14,"(41.886995567, -87.639913366)",1:00:00,0,1, Near West Side,41.88699557,-87.63991337,Upper Town
HY416892,9/9/2015 15:39,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,6,"(41.844252757, -87.724943845)",3:39:00,0,3, South Lawndale,41.84425276,-87.72494385,Lower Town
HY416893,9/9/2015 7:00,THEFT,OVER $500,STREET,FALSE,FALSE,6,"(41.912197285, -87.653458301)",7:00:00,0,7, Lincoln Park,41.91219729,-87.6534583,Upper Town
HY416855,8/8/2015 0:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,11,"(41.926647792, -87.695439685)",12:00:00,0,12, Logan Square,41.92664779,-87.69543969,West Side
HY416749,9/9/2015 14:00,BATTERY,SIMPLE,PARK PROPERTY,FALSE,FALSE,08B,"(41.871262712, -87.660658987)",2:00:00,0,2, Near West Side,41.87126271,-87.66065899,Upper Town
HY416838,9/8/2015 20:55,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,POOL ROOM,FALSE,FALSE,11,"(41.854300404, -87.622820226)",8:55:00,0,8, Near South Side,41.8543004,-87.62282023,Upper Town
HY416848,9/9/2015 14:30,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,08A,"(41.883210775, -87.629906972)",2:30:00,0,2, Loop,41.88321078,-87.62990697,Upper Town
HY416870,9/6/2015 13:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,26,"(41.755724832, -87.613822484)",1:00:00,0,1, Greater Grand Crossing,41.75572483,-87.61382248,Middle City
HY416862,9/9/2015 13:15,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,6,"(41.879542637, -87.625144154)",1:15:00,0,1, Loop,41.87954264,-87.62514415,Upper Town
HY416748,9/9/2015 14:39,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,26,"(41.951069561, -87.71773481)",2:39:00,0,2, Irving Park,41.95106956,-87.71773481,Upper Town
HY416618,9/8/2015 17:30,ROBBERY,ARMED: HANDGUN,GAS STATION,FALSE,FALSE,3,"(41.902285227, -87.752457779)",5:30:00,0,5, Austin,41.90228523,-87.75245778,West Side
HY416896,8/25/2015 15:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.896109944, -87.717554004)",3:00:00,0,3, Humboldt Park,41.89610994,-87.717554,West Side
HY416734,7/4/2015 12:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,08B,"(41.871541549, -87.735898224)",12:00:00,0,12, West Garfield Park,41.87154155,-87.73589822,West Side
HY416799,9/9/2015 14:25,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SMALL RETAIL STORE,FALSE,FALSE,04B,"(41.902096192, -87.731209125)",2:25:00,0,2, Humboldt Park,41.90209619,-87.73120913,West Side
HY416730,9/9/2015 11:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,26,"(41.834402962, -87.727943364)",11:00:00,0,11, South Lawndale,41.83440296,-87.72794336,Lower Town
HY416881,9/8/2015 19:00,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,5,"(41.732368664, -87.586818264)",7:00:00,0,7, Calumet Heights,41.73236866,-87.58681826,East Side
HY416883,9/9/2015 12:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.990413167, -87.704558614)",12:00:00,0,12, West Ridge,41.99041317,-87.70455861,Upper Town
HY416946,9/6/2015 17:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,5,"(41.922351196, -87.705554329)",5:00:00,0,5, Logan Square,41.9223512,-87.70555433,West Side
HY416884,9/9/2015 16:05,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,08B,"(41.839410287, -87.646313633)",4:05:00,0,4, Bridgeport,41.83941029,-87.64631363,Middle City
HY416934,9/8/2015 18:30,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,5,"(41.701278152, -87.701169122)",6:30:00,0,6, Mount Greenwood,41.70127815,-87.70116912,Middle City
HY416877,9/9/2015 16:04,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,08B,"(41.700874918, -87.607385165)",4:04:00,0,4, Pullman,41.70087492,-87.60738517,East Side
HY416931,9/9/2015 16:23,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,GAS STATION,TRUE,FALSE,04A,"(41.692576964, -87.623786349)",4:23:00,0,4, Roseland,41.69257696,-87.62378635,East Side
HY416895,9/9/2015 4:45,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,6,"(41.87766908, -87.629284766)",4:45:00,0,4, Loop,41.87766908,-87.62928477,Upper Town
HY416940,9/8/2015 17:30,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,08B,"(41.932211563, -87.684395761)",5:30:00,0,5, Logan Square,41.93221156,-87.68439576,West Side
HY416673,9/8/2015 13:30,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,04A,"(41.871529951, -87.736834592)",1:30:00,0,1, West Garfield Park,41.87152995,-87.73683459,West Side
HY416802,9/8/2015 23:45,THEFT,POCKET-PICKING,CTA BUS STOP,FALSE,FALSE,6,"(41.938263869, -87.746868163)",11:45:00,0,11, Belmont Cragin,41.93826387,-87.74686816,West Side
HY416807,9/9/2015 15:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,08B,"(41.754168689, -87.601635756)",3:00:00,0,3, Greater Grand Crossing,41.75416869,-87.60163576,Middle City
HY416725,9/7/2015 20:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,7,"(41.92892385, -87.724452339)",8:00:00,0,8, Logan Square,41.92892385,-87.72445234,West Side
HY416864,8/10/2015 9:00,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,11,"(41.900547979, -87.765598114)",9:00:00,0,9, Austin,41.90054798,-87.76559811,West Side
HY416919,9/9/2015 15:30,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,08B,"(41.689822161, -87.626540588)",3:30:00,0,3, Roseland,41.68982216,-87.62654059,East Side
HY416577,9/8/2015 17:00,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,08A,"(41.860647688, -87.728195131)",5:00:00,0,5, North Lawndale,41.86064769,-87.72819513,West Side
HY416803,9/9/2015 10:30,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,5,"(41.782566115, -87.653362852)",10:30:00,0,10, Englewood,41.78256612,-87.65336285,Lower Town
HY416897,5/5/2015 9:00,DECEPTIVE PRACTICE,FORGERY,CURRENCY EXCHANGE,FALSE,FALSE,10,"(41.968804191, -87.761546918)",9:00:00,0,9, Jefferson Park,41.96880419,-87.76154692,Upper Town
HY416667,9/9/2015 0:30,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,FALSE,FALSE,04B,"(41.965820359, -87.663915812)",12:30:00,0,12, Uptown,41.96582036,-87.66391581,Upper Town
HY416743,9/9/2015 13:58,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,18,"(41.765141145, -87.648499443)",1:58:00,0,1, Englewood,41.76514115,-87.64849944,Lower Town
HY416951,8/29/2015 16:20,THEFT,$500 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,6,"(41.978526568, -87.75708711)",4:20:00,0,4, Jefferson Park,41.97852657,-87.75708711,Upper Town
HY416985,2/20/2015 9:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,11,"(41.866938331, -87.660285789)",9:00:00,0,9, Near West Side,41.86693833,-87.66028579,Upper Town
HY416949,4/16/2015 7:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,26,"(41.736213039, -87.692681838)",7:00:00,0,7, Ashburn,41.73621304,-87.69268184,Lower Town
HY416907,8/30/2015 9:00,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,FALSE,FALSE,11,"(41.739239371, -87.730080105)",9:00:00,0,9, Ashburn,41.73923937,-87.73008011,Lower Town
HY416658,9/9/2015 13:30,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,08B,"(41.879265314, -87.702803569)",1:30:00,0,1, East Garfield Park,41.87926531,-87.70280357,West Side
HY416928,9/9/2015 16:27,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,6,"(41.809305232, -87.606558389)",4:27:00,0,4, Kenwood,41.80930523,-87.60655839,Middle City
HY416834,9/4/2015 13:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,FALSE,FALSE,11,"(41.886190872, -87.624527215)",1:00:00,0,1, Loop,41.88619087,-87.62452722,Upper Town
HY416939,9/9/2015 15:57,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,TRUE,FALSE,7,"(41.941791359, -87.649824914)",3:57:00,0,3, Lake View,41.94179136,-87.64982491,Upper Town
HY416964,9/9/2015 17:10,THEFT,$500 AND UNDER,SMALL RETAIL STORE,FALSE,FALSE,6,"(41.913157898, -87.805911332)",5:10:00,0,5, Austin,41.9131579,-87.80591133,West Side
HY417000,9/7/2015 23:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.912316291, -87.756988658)",11:00:00,0,11, Beat 2532,41.91231629,-87.75698866,Upper Town
HY416866,9/9/2015 16:00,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,TRUE,FALSE,08B,"(41.882002736, -87.729099011)",4:00:00,0,4, West Garfield Park,41.88200274,-87.72909901,West Side
HY417008,9/9/2015 17:00,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,6,"(41.978163519, -87.658714979)",5:00:00,0,5, Edgewater,41.97816352,-87.65871498,Upper Town
HY417013,9/8/2015 17:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,14,"(41.992670083, -87.69581822)",5:00:00,0,5, West Ridge,41.99267008,-87.69581822,Upper Town
HY416779,9/8/2015 15:00,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,6,"(41.778646037, -87.671479104)",3:00:00,0,3, West Englewood,41.77864604,-87.6714791,Lower Town
HY416882,9/9/2015 15:57,ASSAULT,SIMPLE,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,08A,"(41.765971524, -87.652925956)",3:57:00,0,3, Englewood,41.76597152,-87.65292596,Lower Town
HY416980,9/9/2015 17:00,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,FALSE,3,"(41.793485288, -87.70536489)",5:00:00,0,5, Gage Park,41.79348529,-87.70536489,Lower Town
HY416974,9/8/2015 14:00,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,6,"(41.996496447, -87.691067519)",2:00:00,0,2, West Ridge,41.99649645,-87.69106752,Upper Town
HY416769,9/9/2015 14:00,THEFT,OVER $500,STREET,FALSE,FALSE,6,"(41.777406364, -87.649582489)",2:00:00,0,2, Englewood,41.77740636,-87.64958249,Lower Town
HY417030,9/9/2015 17:22,NARCOTICS,FOUND SUSPECT NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,18,"(41.873219626, -87.675868666)",5:22:00,0,5, Near West Side,41.87321963,-87.67586867,Upper Town
HY416986,9/9/2015 16:00,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,6,"(41.760107711, -87.653981184)",4:00:00,0,4, West Englewood,41.76010771,-87.65398118,Lower Town
HY416979,9/8/2015 13:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,TRUE,FALSE,5,"(41.760957478, -87.645516402)",1:00:00,0,1, Englewood,41.76095748,-87.6455164,Lower Town
